symptom,disease,source_record_id,frequency
diarrhea,diphyllobothrium latum (fish tapeworm),721,1
vomiting,diphyllobothrium latum (fish tapeworm),721,1
weight loss,diphyllobothrium latum (fish tapeworm),721,1
vitamin b12 deficiency,diphyllobothrium latum (fish tapeworm),721,1
pernicious anemia,diphyllobothrium latum (fish tapeworm),721,1
intestinal obstruction,diphyllobothrium latum (fish tapeworm),721,1
gall bladder disease,diphyllobothrium latum (fish tapeworm),721,1
abdominal pain,fasciolopsis buski (large intestinal fluke),722,1
diarrhea,fasciolopsis buski (large intestinal fluke),722,1
nausea,fasciolopsis buski (large intestinal fluke),722,1
vomiting,fasciolopsis buski (large intestinal fluke),722,1
fever,fasciolopsis buski (large intestinal fluke),722,1
allergic reactions,fasciolopsis buski (large intestinal fluke),722,1
swelling of face and legs,fasciolopsis buski (large intestinal fluke),722,1
anemia,fasciolopsis buski (large intestinal fluke),722,1
fever,schistosomiasis,723,3
abdominal pain (liver/spleen area),schistosomiasis,723,3
bloody diarrhea or blood in the stools or urine,schistosomiasis,723,3
cough,schistosomiasis,723,3
malaise,schistosomiasis,723,3
headache,schistosomiasis,723,3
rash,schistosomiasis,723,3
body aches,schistosomiasis,723,3
fever,schistosomiasis,724,3
abdominal pain (liver/spleen area),schistosomiasis,724,3
bloody diarrhea or blood in the stools or urine,schistosomiasis,724,3
cough,schistosomiasis,724,3
malaise,schistosomiasis,724,3
headache,schistosomiasis,724,3
rash,schistosomiasis,724,3
body aches,schistosomiasis,724,3
abdominal discomfort,ascariasis (roundworm infection),725,1
pain,ascariasis (roundworm infection),725,1
cough,ascariasis (roundworm infection),725,1
blockage of intestines,ascariasis (roundworm infection),725,1
slow growth in children,ascariasis (roundworm infection),725,1
pinworm,pinworm (enterobius) infection,726,1
symptoms,pinworm (enterobius) infection,726,1
risk factors,pinworm (enterobius) infection,726,1
transmission,pinworm (enterobius) infection,726,1
pets,pinworm (enterobius) infection,726,1
diagnosis,pinworm (enterobius) infection,726,1
treatment,pinworm (enterobius) infection,726,1
prevention,pinworm (enterobius) infection,726,1
abdominal pain,hookworm (strongyloides) infection,727,1
bloating,hookworm (strongyloides) infection,727,1
heartburn,hookworm (strongyloides) infection,727,1
intermittent episodes of diarrhea and constipation,hookworm (strongyloides) infection,727,1
dry cough,hookworm (strongyloides) infection,727,1
skin rashes,hookworm (strongyloides) infection,727,1
arthritis,hookworm (strongyloides) infection,727,1
kidney problems,hookworm (strongyloides) infection,727,1
heart conditions,hookworm (strongyloides) infection,727,1
abdominal pain,hookworm (ancylostoma) infection,728,1
bloating,hookworm (ancylostoma) infection,728,1
heartburn,hookworm (ancylostoma) infection,728,1
intermittent episodes of diarrhea and constipation,hookworm (ancylostoma) infection,728,1
dry cough,hookworm (ancylostoma) infection,728,1
skin rashes,hookworm (ancylostoma) infection,728,1
arthritis,hookworm (ancylostoma) infection,728,1
kidney problems,hookworm (ancylostoma) infection,728,1
heart conditions,hookworm (ancylostoma) infection,728,1
mild to severe diarrhea,toxocara canis infection (in puppies and dogs),729,1
vomiting,toxocara canis infection (in puppies and dogs),729,1
gagging,toxocara canis infection (in puppies and dogs),729,1
weight loss,toxocara canis infection (in puppies and dogs),729,1
weakness,toxocara canis infection (in puppies and dogs),729,1
dull hair coat,toxocara canis infection (in puppies and dogs),729,1
poor skin condition,toxocara canis infection (in puppies and dogs),729,1
loss of appetite,toxocara canis infection (in puppies and dogs),729,1
abdominal pain,toxocara canis infection (in puppies and dogs),729,1
distended abdomen,toxocara canis infection (in puppies and dogs),729,1
coughing,toxocara canis infection (in puppies and dogs),729,1
pneumonia,toxocara canis infection (in puppies and dogs),729,1
stunted growth in puppies,toxocara canis infection (in puppies and dogs),729,1
visible worms in the dog's vomit or stool,toxocara canis infection (in puppies and dogs),729,1
anemia,toxocara canis infection (in puppies and dogs),729,1
abdominal obstruction or rupture,toxocara canis infection (in puppies and dogs),729,1
mild to severe diarrhea,toxascaris leonina infection (in puppies and dogs),730,1
vomiting,toxascaris leonina infection (in puppies and dogs),730,1
gagging,toxascaris leonina infection (in puppies and dogs),730,1
weight loss,toxascaris leonina infection (in puppies and dogs),730,1
weakness,toxascaris leonina infection (in puppies and dogs),730,1
dull hair coat,toxascaris leonina infection (in puppies and dogs),730,1
poor skin condition,toxascaris leonina infection (in puppies and dogs),730,1
loss of appetite,toxascaris leonina infection (in puppies and dogs),730,1
abdominal pain,toxascaris leonina infection (in puppies and dogs),730,1
distended abdomen,toxascaris leonina infection (in puppies and dogs),730,1
coughing,toxascaris leonina infection (in puppies and dogs),730,1
pneumonia,toxascaris leonina infection (in puppies and dogs),730,1
stunted growth in puppies,toxascaris leonina infection (in puppies and dogs),730,1
visible worms in vomit or stool,toxascaris leonina infection (in puppies and dogs),730,1
anemia,toxascaris leonina infection (in puppies and dogs),730,1
and abdominal obstruction or rupture,toxascaris leonina infection (in puppies and dogs),730,1
bloody diarrhea,ancylostoma tubaeforme infection (in puppies and dogs),731,1
pale gums,ancylostoma tubaeforme infection (in puppies and dogs),731,1
weakness,ancylostoma tubaeforme infection (in puppies and dogs),731,1
weight loss,ancylostoma tubaeforme infection (in puppies and dogs),731,1
and a dull coat. in some cases,ancylostoma tubaeforme infection (in puppies and dogs),731,1
especially with small numbers of hookworms,ancylostoma tubaeforme infection (in puppies and dogs),731,1
there may be no symptoms at all. diagnosis is typically done through a microscopic examination of a fecal sample to look for hookworm eggs,ancylostoma tubaeforme infection (in puppies and dogs),731,1
bloody diarrhea,an. braziliense infection (in puppies and dogs),732,1
pale gums,an. braziliense infection (in puppies and dogs),732,1
weakness,an. braziliense infection (in puppies and dogs),732,1
weight loss,an. braziliense infection (in puppies and dogs),732,1
and a dull coat. in some cases,an. braziliense infection (in puppies and dogs),732,1
especially with small numbers of hookworms,an. braziliense infection (in puppies and dogs),732,1
there may be no symptoms at all. diagnosis is typically done through a microscopic examination of a fecal sample to look for hookworm eggs,an. braziliense infection (in puppies and dogs),732,1
bloody diarrhea,uncinaria stenocephala infection (in puppies and dogs),733,1
pale gums,uncinaria stenocephala infection (in puppies and dogs),733,1
weakness,uncinaria stenocephala infection (in puppies and dogs),733,1
weight loss,uncinaria stenocephala infection (in puppies and dogs),733,1
dull and dry coat,uncinaria stenocephala infection (in puppies and dogs),733,1
failure to grow properly (in puppies),uncinaria stenocephala infection (in puppies and dogs),733,1
skin irritation and itching (especially of the paws),uncinaria stenocephala infection (in puppies and dogs),733,1
coughing (in severe cases),uncinaria stenocephala infection (in puppies and dogs),733,1
diarrhea,toxocara cati infection (in cats),734,1
vomiting,toxocara cati infection (in cats),734,1
abdominal pain,toxocara cati infection (in cats),734,1
diarrhea,toxa. leonina infection (in cats),735,1
vomiting,toxa. leonina infection (in cats),735,1
coughing,toxa. leonina infection (in cats),735,1
illthrift,toxa. leonina infection (in cats),735,1
pot-bellied appearance,toxa. leonina infection (in cats),735,1
abdominal pain,toxa. leonina infection (in cats),735,1
anal irritation,an. caninum infection (in cats),736,1
vomiting,an. caninum infection (in cats),736,1
debilitation,an. caninum infection (in cats),736,1
weight loss,an. caninum infection (in cats),736,1
coughing,parascaris equorum infection (in horses and ponies),737,1
nasal discharge,parascaris equorum infection (in horses and ponies),737,1
fatigue,parascaris equorum infection (in horses and ponies),737,1
poor appetite,parascaris equorum infection (in horses and ponies),737,1
diarrhea,parascaris equorum infection (in horses and ponies),737,1
colic,parascaris equorum infection (in horses and ponies),737,1
fibrotic liver lesions,parascaris equorum infection (in horses and ponies),737,1
lung lesions,parascaris equorum infection (in horses and ponies),737,1
hyperpnea,parascaris equorum infection (in horses and ponies),737,1
bronchiolitis,parascaris equorum infection (in horses and ponies),737,1
lobular pneumonia,parascaris equorum infection (in horses and ponies),737,1
small intestine impaction,parascaris equorum infection (in horses and ponies),737,1
fever,strongylus vulgaris infection (in horses and ponies),738,1
decreased or absent borborygmus,strongylus vulgaris infection (in horses and ponies),738,1
hyperemic mucous membranes,strongylus vulgaris infection (in horses and ponies),738,1
normal to slightly elevated heart rate,strongylus vulgaris infection (in horses and ponies),738,1
no or mild pain,strongylus vulgaris infection (in horses and ponies),738,1
negative gastric reflux,strongylus vulgaris infection (in horses and ponies),738,1
sore mass palpable on rectal examination,strongylus vulgaris infection (in horses and ponies),738,1
perianal itching,enterobius vermicularis infection (in humans),739,1
perianal erythema,enterobius vermicularis infection (in humans),739,1
watery diarrhea,enterobius vermicularis infection (in humans),739,1
abdominal pain,enterobius vermicularis infection (in humans),739,1
ground itch,an. duodenale infection (in humans),740,1
erythema,an. duodenale infection (in humans),740,1
itchy papules,an. duodenale infection (in humans),740,1
abdominal pain,an. duodenale infection (in humans),740,1
intellectual disability,an. duodenale infection (in humans),740,1
itching,necator americanus infection (in humans),741,1
localized rash,necator americanus infection (in humans),741,1
abdominal pain,necator americanus infection (in humans),741,1
diarrhea,necator americanus infection (in humans),741,1
loss of appetite,necator americanus infection (in humans),741,1
weight loss,necator americanus infection (in humans),741,1
fatigue,necator americanus infection (in humans),741,1
anemia,necator americanus infection (in humans),741,1
impaired physical and cognitive growth,necator americanus infection (in humans),741,1
seizures,parenchymal neurocysticercosis due to active lesions caused by larval forms of taenia solium (pork tapeworm),742,2
signs of increased intracranial pressure,parenchymal neurocysticercosis due to active lesions caused by larval forms of taenia solium (pork tapeworm),742,2
altered mental status,parenchymal neurocysticercosis due to active lesions caused by larval forms of taenia solium (pork tapeworm),742,2
focal neurologic signs,parenchymal neurocysticercosis due to active lesions caused by larval forms of taenia solium (pork tapeworm),742,2
aseptic meningitis,parenchymal neurocysticercosis due to active lesions caused by larval forms of taenia solium (pork tapeworm),742,2
bloody stools,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
coughing,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
discomfort in abdomen or chest,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
hives or skin rash,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
jaundice (yellow skin),"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
lump or mass in midsection,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
nausea and vomiting,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
shortness of breath,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
unexplained weight loss,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
anaphylaxis,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
severe abdominal pain,"cystic hydatid disease of the liver, lung, and peritoneum caused by the larval form of echinococcus granulosus (dog tapeworm)",743,2
